,question,answer,contexts,ground_truth
151,what nfl team is robert griffin the third playing for,Cleveland Browns,"['Rushing touchdowns:\n10\nPlayer stats at NFL.com\nRobert Lee Griffin III (born February 12, 1990), nicknamed RG3 or RGIII, is an American football quarterback who is currently a free agent. He played college football at Baylor, where he won the 2011 Heisman Trophy. He was drafted by the Washington Redskins second overall in the first round of the 2012 NFL Draft.', 'Robert Griffin III - Wikipedia\n \nRobert Griffin III \nFrom Wikipedia, the free encyclopedia \n\t\t\t\t\tJump to:\t\t\t\t\tnavigation, \t\t\t\t\tsearch\n""RG3"" redirects here. For other uses, see RG3 (disambiguation).\nRobert Griffin III\nGriffin in 2016\nFree agent\nPosition:\nQuarterback\nPersonal information\nBorn:\n(1990-02-12) February 12, 1990 (age\xa027)\nOkinawa, Japan\nHeight:\n6\xa0ft 2\xa0in (1.88\xa0m)\nWeight:\n218\xa0lb (99\xa0kg)\nCareer information\nHigh school:\nCopperas Cove (TX)\nCollege:\nBaylor\nNFL Draft:\n2012\xa0/ Round:\xa01\xa0/ Pick:\xa02\nCareer history\nWashington Redskins (2012–2015)\nCleveland Browns (2016)', 'Griffin wore number 10 for the Redskins, with ""Griffin III"" on the back of his jersey. This made him the first player in the history of the ""Big Four"" professional sports leagues (NFL, MLB, NHL, and NBA) to have a Roman numeral on the back of his jersey, as the NFL changed the rule in 2012 to allow players to include generational titles in their names. Griffin previously had ""Griffin III"" on the back of his jersey while in college, which was actually necessary in order to distinguish him from the other Robert Griffin on the Baylor team', 'Jump up ^ Orr, Conor (August 8, 2016). ""Cleveland Browns name Robert Griffin III starting QB"". nfl.com. Retrieved December 26, 2016.\xa0\nJump up ^ Jackson, Zac (September 12, 2016). ""Browns place RG3 on injured reserve"". profootballtalk.nbcsports.com. Retrieved September 12, 2016.\xa0\nJump up ^ ""Browns activate QB Robert Griffin III"". ClevelandBrowns.com. December 9, 2016.\xa0\nJump up ^ ""Robert Griffin III"". nfl.com. Retrieved December 26, 2016.\xa0\nJump up ^ Orr, Conor (March 10, 2017). ""Cleveland Browns to release Robert Griffin III"". NFL.com.', 'Jump up ^ ""Washington Redskins release quarterback Robert Griffin III"". Las Vegas Review-Journal. March 7, 2016. Retrieved March 7, 2016.\xa0\nJump up ^ Jones, Mike (March 7, 2016). ""Redskins release Robert Griffin III, ending dramatic rise-and-fall tenure"". The Washington Post. Retrieved March 7, 2016.\xa0\nJump up ^ The Associated Press (March 24, 2016). ""Browns Giving Robert Griffin III a Fresh Start"". The New York Times. Retrieved March 24, 2016.\xa0\nJump up ^ Sessler, Marc (March 24, 2016). ""Hue Jackson: Robert Griffin III a \'tremendous talent\'"". NFL.com. Retrieved March 24, 2016.', 'Jump up ^ Rosenthal, Gregg (October 7, 2012). ""Robert Griffin III had mild concussion in Redskins\' loss"". NFL.com.\xa0\nJump up ^ Tinsman, Brian (October 14, 2012). ""Redskins Seize First Home Win: 38–26"". Redskins.com.\xa0\nJump up ^ Tinsman, Brian (October 14, 2012). ""Griffin III Rookie Of The Week Nominee"". Redskins.com.\xa0\nJump up ^ Brian, Tinsman (November 14, 2012). ""Griffin III Among 2012 Team-Elected Captains"". Redskins.com.\xa0\nJump up ^ Tinsman, Brian (November 21, 2012). ""Second Award For Griffin III Is An NFL First"". Redskins.com.']",currently a free agent
152,who sings the theme song for the tv show cops,The theme song for the TV show Cops is sung by the Jamaican reggae band Inner Circle.,"['Songwriter(s)\nIan Lewis\nAudio sample\nfile\nhelp\n""Bad Boys"" is a 1987 song by the Jamaican reggae band Inner Circle, which obtained high popularity in the United States after its re-release in 1993, peaking at number 8 on the Billboard Hot 100 and number 7 on the Top 40 Mainstream.[1] It is well known as the opening theme to the U.S. TV show Cops.\nContents\n\xa0[hide]\xa0\n1 History\n2 Chart performance\n2.1 Weekly charts\n2.2 Year-end charts\n3 In popular culture\n4 See also\n5 References\n6 External links\nHistory[edit]', '69\nIn popular culture[edit]\n""Bad Boys"" was selected as the theme song to Cops because a field producer for the show happened to be a fan of Inner Circle.[17] The song, which was very popular during the 1990s, was also used in the Will Smith and Martin Lawrence action/comedy film Bad Boys[18] and the sequel Bad Boys II (some of the lyrics are sung by Smith and Lawrence in both films).[19]\nSee also[edit]\nList of number-one singles of 1991 (Finland)\nList of number-one songs in Norway\nReferences[edit]']",Inner Circle
153,make a project report on agricultural crops grown in india,"Major Agricultural Crops in India include Rice, Wheat, Pulses, Oilseeds, Sugarcane, Tea, and Cotton. These crops contribute significantly to India's economy and food security. Source: Major crops and yields table, Wikipedia: Agriculture in India.","[""Major crops and yields[edit]\nThe following table presents the 20 most important agricultural products in India, by economic value, in 2009. Included in the table is the average productivity of India's farms for each produce. For context and comparison, included is the average of the most productive farms in the world and name of country where the most productive farms existed in 2010. The table suggests India has large potential for further accomplishments from productivity increases, in increased agricultural output and agricultural incomes.[60][61]"", 'Agriculture productivity in India, growth in average yields from 1970 to 2010\nCrop[18]\nAverage YIELD, 1970-1971\nAverage YIELD, 1990-1991\nAverage YIELD, 2010–2011\nkilogram per hectare\nkilogram per hectare\nkilogram per hectare[67]\nRice\n1123\n1740\n2240\nWheat\n1307\n2281\n2938\nPulses\n524\n578\n689\nOilseeds\n579\n771\n1325\nSugarcane\n48322\n65395\n68596\nTea\n1182\n1652\n1669\nCotton\n106\n225\n510', 'Jump up ^ ""SMALLHOLDER FARMERS IN INDIA: FOOD SECURITY AND AGRICULTURAL POLICY"" (PDF). Food and Agriculture Organisation of the United Nations. 2003.\xa0\nJump up ^ Production Crops - Yield by Country Archived 14 January 2013 at the Wayback Machine., FAO United Nations 2011\n^ Jump up to: a b c d e Mahadevan, Renuka (December 2003). ""PRODUCTIVITY GROWTH IN INDIAN AGRICULTURE: THE ROLE OF GLOBALISATION AND ECONOMIC REFORM"". Asia-Pacific Development Journal. 10 (2): 57–72.\xa0\nJump up ^ ""Rapid growth of select Asian economies"" (PDF). Food and Agriculture Organisation of the United Nations. 2006.', 'Agriculture in India - Wikipedia\n \nAgriculture in India \nFrom Wikipedia, the free encyclopedia \n\t\t\t\t\tJump to:\t\t\t\t\tnavigation, \t\t\t\t\tsearch\nIt has been suggested that Farming systems in India be merged into this article. (Discuss) Proposed since July 2016.\nMajor crops by regions of India.\nAgriculture has a significant role in the socio-economic cotton of India. Here Sikh farmers are deploying a tractor and cane crusher to produce and distribute free cane juice at a festival.']",No answer
154,how many languages do they speak in africa,"Africa has between 1,250 to 2,100 languages, with estimates ranging up to ""over 3,000"" languages. No answer","['The total number of languages natively spoken in Africa is variously estimated (depending on the delineation of language vs. dialect) at between 1,250 to 2,100,[1] and by some counts at ""over 3,000"",[2] Nigeria alone has over 500 languages (according to the count of SIL Ethnologue),[3] one of the greatest concentrations of linguistic diversity in the world.', 'Number of speakers[edit]\nThe following is a table displaying the number of speakers of given languages within Africa:\nLanguage\nFamily\nNative speakers (L1)\nOfficial status per country\nAfrikaans\nIndo-European\n7,200,000[22]\n\xa0South Africa\nAkan\nNiger–Congo\n11,000,000[23]\nNone. Government sponsored language of \xa0Ghana\nAmharic\nAfroasiatic\n21,800,000[24]\n\xa0Ethiopia\nArabic\nAfroasiatic\n150,000,000[25] but with separate mutually unintelligible varieties\n\xa0Algeria, \xa0Chad, \xa0Comoros, \xa0Djibouti, \xa0Egypt, \xa0Eritrea, \xa0Libya, \xa0Mauritania, \xa0Morocco, \xa0Somalia, \xa0Sudan, \xa0Tunisia\nBerber\nAfroasiatic', 'Languages of Africa - Wikipedia\n \nLanguages of Africa \nFrom Wikipedia, the free encyclopedia \n\t\t\t\t\tJump to:\t\t\t\t\tnavigation, \t\t\t\t\tsearch\nThe traditional language families spoken in Africa:\n\xa0\xa0Afroasiatic\n\xa0\xa0Nilo-Saharan\n\xa0\xa0Niger–Congo\n\xa0\xa0\xa0\xa0\xa0Bantu\n\xa0\xa0Khoisan\n\xa0\xa0Indo-European\n\xa0\xa0Austronesian\nThe languages of Africa are divided into six major language families:\nAfroasiatic languages are spread throughout Western Asia, North Africa, the Horn of Africa and parts of the Sahel.\nAustronesian languages are spoken in Madagascar.', 'Around a hundred languages are widely used for inter-ethnic communication. Arabic, Somali, Berber, Amharic, Oromo, Igbo, Swahili, Hausa, Manding, Fulani and Yoruba are spoken by tens of millions of people. Twelve dialect clusters (which may group up to a hundred linguistic varieties) are spoken by 75 percent, and fifteen by 85 percent, of Africans as a first or additional language', 'English, French and Portuguese are important languages in Africa. About 130 million, 115 million and 30 million Africans, respectively, speak them as either native or secondary languages. Portuguese has become the national language of Angola.[21] Through (among other factors) sheer demographic weight, Africans are increasingly taking ownership[citation needed] of these three world languages and having an ever greater influence on their development and growth.\nLinguistic features[edit]']",No answer
155,when did jack mccoy join law and order,"Jack McCoy joined Law & Order as executive assistant district attorney in the season-five premiere episode ""Second Opinion,"" which aired in 1994.","['Jack McCoy - Wikipedia\n \nJack McCoy \nFrom Wikipedia, the free encyclopedia \n\t\t\t\t\tJump to:\t\t\t\t\tnavigation, \t\t\t\t\tsearch\nFor the politician and labor activist, see Jack E. McCoy.\nJack McCoy\nLaw & Order character\nFirst appearance\n""Second Opinion""""Entitled"" (SVU)Last appearance\n""Rubber Room"" (Law & Order)""The Undiscovered Country"" (SVU)Portrayed by\nSam WaterstonTime on show\n1994–2010, 2018Seasons\n5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20Credited appearances\n368 episodes (L&O) 2 episodes (HLOTS) 4 episodes (SVU) 2 episodes (TBJ) 376 episodes (total)Preceded by', 'Jack McCoy brings 24 years of experience with him as he is appointed executive assistant district attorney by Adam Schiff (Steven Hill) in the season-five premiere episode ""Second Opinion"". He quickly establishes himself as a more unconventional, ruthless litigator than his predecessor, Ben Stone (Michael Moriarty). He often bends—and sometimes breaks—trial rules to get convictions, finds tenuous rationales for charging defendants with crimes when the original charges fail to stick, and charges innocent people to frighten them into testifying against others', 'Following the 17th season (2006–2007), Jack McCoy was appointed interim district attorney, taking over from Arthur Branch (Fred Thompson). McCoy\'s appearance on Law & Order: Special Victims Unit on the November 13, 2007, episode ""Blinded"", marked his first appearance in the Law & Order universe as district attorney. The replacement for his former position is Michael Cutter (Linus Roache), a prosecutor with a penchant for recklessness not unlike McCoy\'s own in his younger days. This occasionally presents political difficulties for the new district attorney']",1994
156,when do the grand magic games start in fairy tail,"The Grand Magic Games start after a period equivalent to one day in the spirit world, which translates to three months in the human world.","[""Natsu, Lucy, Gray, Erza, and Wendy are chosen to represent their guild in the Grand Magic Games, which are to be held in Fiore's capital, Crocus. As they tour the city, Natsu and Happy encounter the twin dragon slayers, Sting and Rogue, who mock Natsu for not being able to kill Acnologia, and boast of becoming true dragon slayers by killing the dragons who raised them. At midnight, Fairy Tail and the other participating guilds are put through a preliminary event—a race through a massive floating labyrinth—designed to narrow the number of participating guilds down to eight teams.\xa0\n156"", "". Meanwhile, Makarov announces Gildarts' succession as master to the rest of the guild, only to find he has gone on a journey, leaving a letter of resignation behind. In the letter, Gildarts reinstates Laxus into the guild, returns mastership to Makarov, and tells him to make Fairy Tail the strongest guild in Fiore again. Romeo suggests they participate in the Grand Magic Games, an annual festival designed to determine the guild rankings in Fiore."", '. Before they leave, however, Virgo informs them that one day in the spirit world equals three months in the human world, and they find the Grand Magic Games are upon them.', 'After Natsu punches out Dobengal, the guild member summoned to fight him, he and Jiemma engage in a duel. However, the guild master\'s daughter Minerva appears, ends their duel and, taking Happy hostage, convinces Natsu to settle their dispute in the Grand Magic Games. As Natsu leaves, he states that Saber Tooth will never surpass Fairy Tail because they care for their friends, words that are echoed by Rogue, while Sting is left in awe at Natsu\'s strength. The following day as the Grand Magic Games continue, an event called ""Pandemonium"" begins']","Crocus, the Flower-Blooming Capital"
157,where is the emerald ash borer found in the us,"The emerald ash borer is found in the US in areas where ash trees are present, particularly affecting green ash (Fraxinus pennsylvanica), black ash (Fraxinus nigra), white ash (Fraxinus americana), and blue ash (Fraxinus quadrangulata).","['Larva\nPupa removed from its pupal chamber.\nAdults exit the tree from D-shaped holes.\nDorsal view of adult with elytra and wings spread.\nUnderside of an adult emerald ash borer.\nRange[edit]\nNative range of emerald ash borer in eastern Asia and introduced range in European Russia as of 2013.\nThe native range of the emerald ash borer is temperate northeastern Asia, which includes Russia, Mongolia, northern China, Japan, and Korea.[9][8]', 'Outside its native range, emerald ash borer is an invasive species that is highly destructive to ash trees in its introduced range.[16] Prior to emerald ash borer being found in North America, very little was known about emerald ash borer in its native range aside from a short description of life-history traits and taxonomic descriptions, which resulted in focused research on its biology in North America', 'Agrilus planipennis, commonly known as the emerald ash borer, is a green buprestid or jewel beetle native to northeastern Asia that feeds on ash species. Females lay eggs in bark crevices on ash trees, and larvae feed underneath the bark of ash trees to emerge as adults in one to two years. In its native range, it is typically found at low densities and does not cause significant damage to trees native to the area. Outside its native range, it is an invasive species and is highly destructive to ash trees native to northwest Europe and North America', 'Emerald ash borer primarily infest and can cause significant damage to ash species including green ash (Fraxinus pennsylvanica), black ash (Fraxinus nigra), white ash (Fraxinus americana), and blue ash (Fraxinus quadrangulata) in North America.[14] In Europe, Fraxinus excelsior is the main ash species colonized by EAB.[8] Ash susceptibility can vary due to the attractiveness of chemical volatiles to adults, or the ability of larvae to detoxify phenolic compounds', 'Environmental and economic impacts[edit]\nEmerald ash borer threatens the entire North American Fraxinus genus. It has killed at least tens of millions of ash trees so far and threatens to kill most of the 8.7 billion ash trees throughout North America.[10] Emerald ash borer kills young trees several years before reaching their seeding age of 10 years.[6] In both North America and Europe, the loss of ash from an ecosystem can result in increased numbers of invasive plants, changes in soil nutrients, and effects on species that feed on ash.[8]']","range north to the upper peninsula of Michigan, south to northern Louisiana, west to Colorado, and east to Massachusetts"
158,global trade during the ming dynasty of china,"Global trade during the Ming Dynasty of China thrived due to the liberalized economy, construction of infrastructure, and the rise of merchant clans like the Huai and Jin clans. Foreign trade increased significantly, including contacts with Japan and exploration of the Indian Ocean. The Ming government relaxed economic controls, ending state monopolies and reducing taxes. However, despite the significant foreign trade, the annual tax derived from it was relatively low, approximately 40,000 taels per year. Source: The Ming Empire around 1580.","[""The Ming Empire around 1580\nThe economy of the Ming dynasty (1368–1644) of China was the largest in the world during that period. It is regarded as one of China's three golden ages (the other two being the Han and Song periods). The period was marked by the increasing political influence of the merchants, the gradual weakening of imperial rule, and technological advances.\nContents\n\xa0[hide]\xa0\n1 Currency\n2 Manufactures\n2.1 Privatization\n2.2 Emergence of wage labor\n3 Early encouragement of agriculture under Hongwu\n3.1 Emergence of commercial plantations\n3.2 Rural markets during the Ming"", 'Trade and commerce thrived in this liberalized economy, and was aided by the construction of canals, roads, and bridges by the Ming government. The Ming saw the rise of several merchant clans such as the Huai and Jin clans, who disposed of large amounts of wealth. The gentry and merchant classes started to fuse, and the merchants gained power at the expense of the state. Some merchants were reputed to have a treasure of 30 million taels.\nTaxation[edit]', '. Despite the xenophobia and intellectual introspection characteristic of the increasingly popular new school of neo-Confucianism, China under the early Ming dynasty was not isolated. Foreign trade and other contacts with the outside world, particularly Japan, increased considerably. Chinese merchants explored all of the Indian Ocean, reaching East Africa with the treasure voyages of Zheng He.', 'During the Ming, the controls imposed on the economy were gradually relaxed. State monopolies on salt and iron ended as these and other industries were privatized. Taxes were reduced from the high levels under the Mongol Yuan, and the Ming had one of the lowest tax rates (per person) in the world. The entire foreign trade, which was estimated at up to 300 million taels, provided the Ming with a tax of only about 40,000 taels a year']",No answer
159,what is the total eclipse of the heart video about,"The music video for ""Total Eclipse of the Heart"" by Bonnie Tyler tells a story of longing and emotional turmoil. It features Tyler singing in front of various locations representing different stages of her feelings, including isolation, nostalgia, and yearning. No answer","['Total Eclipse of the Heart - Wikipedia\n \nTotal Eclipse of the Heart \nFrom Wikipedia, the free encyclopedia \n\t\t\t\t\tJump to:\t\t\t\t\tnavigation, \t\t\t\t\tsearch\nFor the episode of ""The Vampire Diaries"", see Total Eclipse of the Heart (The Vampire Diaries).\n""Total Eclipse of the Heart""\nArtwork for UK and some European releases\nSingle by Bonnie Tyler\nfrom the album Faster Than the Speed of Night\nB-side\n""Take Me Back"" (UK)\n""Straight from the Heart"" (US)\nReleased\n1983\nFormat\n7""\n12""\nCD\nLength\n6:59 (album version)\n5:53 (2013 re-recording for the album Rocks and Honey)\n5:32 (music video version)', '5:32 (music video version)\n4:35 (2011 single version)\n4:30 (single version)\n3:49 (2005 re-recording for the album Wings)\nLabel\nColumbia\nSongwriter(s)\nJim Steinman\nProducer(s)\nJim Steinman\nBonnie Tyler singles chronology\n""Sayonara Tokyo""\n(1981)\n""Total Eclipse of the Heart""\n(1983)\n""Take Me Back""\n(1983)\n""Sayonara Tokyo""\n(1981)\n""Total Eclipse of the Heart""\n(1983)\n""Take Me Back""\n(1983)\nMusic video\n""Total Eclipse Of The Heart"" on YouTube']",No answer
160,who was the french chef given credit for developing the classic kitchen​ brigade,Georges Auguste Escoffier was given credit for developing the classic kitchen brigade.,"['Brigade de cuisine - Wikipedia\n \nBrigade de cuisine\nFrom Wikipedia, the free encyclopedia\n\t\t\t\t\tJump to:\t\t\t\t\tnavigation, \t\t\t\t\tsearch\nBrigade de cuisine (French:\xa0[bʁiɡad də kɥizin], kitchen brigade) is a system of hierarchy found in restaurants and hotels employing extensive staff, commonly referred to as ""kitchen staff"" in English-speaking countries.\nThe concept was developed by Georges Auguste Escoffier.[1][2] This structured team system delegates responsibilities to different individuals who specialize in certain tasks in the kitchen.\nContents\n\xa0[hide]\xa0\n1 List of positions\n2 See also\n3 Notes', 'Communard\nprepares the meal served to the restaurant staff.[5]\nGarçon de cuisine (literally ""kitchen boy"")\nin larger restaurants, performs preparatory and auxiliary work for support.[4]\nSee also[edit]\nFood portal\nAuguste Escoffier\nChef\nList of restaurant terminology\nMaître d\'hôtel, a front of house head\nNotes[edit]\nJump up ^ ""Escoffier Kitchen Brigade System Then and Now"". 6 June 2014. Retrieved 3 May 2017.\xa0\nJump up ^ ""The Kitchen Brigade - Lucky Peach"". 28 October 2015. Retrieved 3 May 2017.\xa0\n^ Jump up to: a b c d e f g h i j k Dominé, 32.\n^ Jump up to: a b c d e Dominé, 33.']",Georges Auguste Escoffier
161,who wrote there's a guy works down the chip shop lyrics,"Kirsty MacColl and Philip Rambow wrote the lyrics for ""There's a Guy Works Down the Chip Shop Swears He's Elvis.""","['There\'s a Guy Works Down the Chip Shop Swears He\'s Elvis - Wikipedia\n \nThere\'s a Guy Works Down the Chip Shop Swears He\'s Elvis \nFrom Wikipedia, the free encyclopedia \n\t\t\t\t\tJump to:\t\t\t\t\tnavigation, \t\t\t\t\tsearch\nThis article relies too much on references to primary sources. Please improve this by adding secondary or tertiary sources. (March 2008) (Learn how and when to remove this template message)\n""There\'s a Guy Works Down the Chip Shop, Swears He\'s Elvis""\nSingle by Kirsty MacColl\nfrom the album Desperate Character\nA-side\n""There\'s a Guy Works Down the Chip Shop Swears He\'s Elvis""\nB-side', '""They Don\'t Know""\n""Keep Your Hands Off My Baby""\n""There\'s a Guy Works Down the Chip Shop Swears He\'s Elvis""\n""You Still Believe in Me""\n""Terry""\n""A New England""\n""Days""\n""Don\'t Come The Cowboy With Me Sonny Jim!""\n""Walking Down Madison""\n""Soho Square""\nWith The Pogues\n""Fairytale of New York""\nRelated articles\nEwan MacColl\nSteve Lillywhite\n \n\t\t\t\t\t\tRetrieved from ""https://en.wikipedia.org/w/index.php?title=There%27s_a_Guy_Works_Down_the_Chip_Shop_Swears_He%27s_Elvis&oldid=799608311""', 'Norwegian singer Elisabeth Andreasson covered the song on her 1981 country album Angel of the Morning, with lyrics in Swedish by Hasse Olsson as ""Killen ner\' på Konsum svär att han är Elvis"" (""The guy down Konsum"" swears he\'s Elvis).[3]\nTrack listing[edit]\n""There\'s a Guy Works Down the Chip Shop Swears He\'s Elvis"" (K. MacColl / P. Rambow)\n""Hard to Believe"" (K. MacColl)\n""There\'s a Guy Works Down the Chip Shop Swears He\'s Elvis (country version)"" (K. MacColl / P. Rambow)\nReferences[edit]', '(1981)\n""See That Girl""\n(1981)\n""There\'s a Guy Works Down the Chip Shop Swears He\'s Elvis"" was Kirsty MacColl\'s first hit single, charting in the UK at #14 in 1981, and remaining in the charts for nine weeks.[2] It reached #9 in the Irish charts. A promotional version was released in the USA, which instead referenced a truck stop as opposed to the very British chip shop, but this was only available to DJs and did not get a full release.', 'B-side\n""Hard To Believe\nThere\'s a Guy... (country version)""\nReleased\nMay 1981\nFormat\n7"" Vinyl\nGenre\nCountry pop\nLabel\nPolydor\nSongwriter(s)\nKirsty MacColl/Philip Rambow[1]\nProducer(s)\nBarry Farmer\nKirsty MacColl singles chronology\n""Keep Your Hands Off My Baby""\n(1981)\n""There\'s a Guy Works Down the Chip Shop, Swears He\'s Elvis""\n(1981)\n""See That Girl""\n(1981)\n""Keep Your Hands Off My Baby""\n(1981)\n""There\'s a Guy Works Down the Chip Shop Swears He\'s Elvis""\n(1981)\n""See That Girl""\n(1981)', 'References[edit]\nJump up ^ ""There\'s a Guy Works Down the Chip Shop Swears He\'s Elvis - Kirsty MacColl"". Retrieved 2014-10-30.\xa0\nJump up ^ ""There\'s a Guy Works Down the Chip Shop Swears He\'s Elvis 7"" single - Kirsty MacColl"". Retrieved 2014-10-30.\xa0\nJump up ^ Information at Svensk mediedatabas\nExternal links[edit]\nfreeworld - Kirsty MacColl fansite\n[hide]\nv\nt\ne\nKirsty MacColl\nStudio albums\nDesperate Character\nKirsty MacColl\nKite\nElectric Landlady\nTitanic Days\nTropical Brainstorm\nCompilations\nGalore\nNotable singles\n""They Don\'t Know""\n""Keep Your Hands Off My Baby""']",Kirsty MacColl
162,when did the term sustainability start to be used,The term sustainability started to be used in the early 20th century.,"[""Further information: Hans Carl von Carlowitz\nEarly 20th century[edit]\nSee also: Environmental movement\nBy the 20th century, the industrial revolution had led to an exponential increase in the human consumption of resources. The increase in health, wealth and population was perceived as a simple path of progress.[28] However, in the 1930s economists began developing models of non-renewable resource management (see Hotelling's rule)[29] and the sustainability of welfare in an economy that uses non-renewable resources (Hartwick's rule).[30]""]",1987
163,percy jackson and the olympians sea of monsters summary,"The Sea of Monsters is the second novel in the Percy Jackson & the Olympians series by Rick Riordan, published in 2006. It follows Percy Jackson's adventure where he rescues his friend Grover from the Cyclops Polyphemus and brings the Golden Fleece to cure Thalia's poisoned pine tree, saving their camp from a Titan's attack.","['The Sea of Monsters - Wikipedia\n \nThe Sea of Monsters \nFrom Wikipedia, the free encyclopedia \n\t\t\t\t\tJump to:\t\t\t\t\tnavigation, \t\t\t\t\tsearch\nThis article is about the Percy Jackson novel. For other uses, see Sea of Monsters (disambiguation).\nThe Sea of Monsters\nCover of unknown later US edition with Rocco illustration (same as first ed.)\nAuthor\nRick Riordan\nCover\xa0artist\nJohn Rocco (depicted)\nCountry\nUnited States\nSeries\nPercy Jackson & the Olympians (book 2)\nGenre\nFantasy, Greek mythology, young-adult novel\nPublished\nApril 1, 2006\nPublisher\nMiramax Books and Disney Hyperion[1]\nMedia\xa0type', ""The Lightning Thief\nFollowed\xa0by\nThe Titan's Curse\nThe Sea of Monsters is a fantasy-adventure novel based on Greek mythology written by Rick Riordan and published in 2006. It is the second novel in the Percy Jackson & the Olympians series and the sequel to The Lightning Thief. This book chronicles the adventures of thirteen-year-old demigod Percy Jackson as he and his friends rescue his satyr friend Grover from the Cyclops Polyphemus and save the camp from a Titan's attack by bringing the Golden Fleece to cure Thalia's poisoned pine tree."", 'Film adaptation[edit]\nMain article: Percy Jackson: Sea of Monsters']",No answer
164,where does the modern view of history originate from,"The modern view of history originates from the end of the Middle Ages, denoted by the English language as a period opposed to ancient or medieval history. This perspective is intrinsic to the English language and is supported by references such as The Century Dictionary and Cyclopedia, Larousse Encyclopedia of Modern History, and Bartleby.com's archived materials.","['Contemporary\nModernity\nFuturology\n↓ Future\nv\nt\ne\nModern history, the modern period or the modern era, is the global historiographical approach to the timeframe after post-classical history.[1][2] Modern history can be further broken down into periods:\nThe early modern period began approximately in the early 16th century; notable historical milestones included the European Renaissance, the Age of Discovery, and the Protestant Reformation.[3][4]', 'Modern history - Wikipedia\n \nModern history\nFrom Wikipedia, the free encyclopedia\n\t\t\t\t\tJump to:\t\t\t\t\tnavigation, \t\t\t\t\tsearch\nFor timelines of modern history, see Timelines of modern history.\nHuman history\n↑ Prehistory\nRecorded history\nAncient\nEarliest records\nAfrica\nAmericas\nEast Asia\nSouth Asia\nSoutheast Asia\nWest Asia\nMediterranean\nPostclassical\nAfrica\nAmericas\nCentral Asia\nEast Asia\nSouth Asia\nSoutheast Asia\nWest Asia\nEurope\nModern\nEarly modern\nLate modern\nSee also\nContemporary\nModernity\nFuturology\n↓ Future\nv\nt\ne', 'Footnotes\nJump up ^ Intrinsic to the English language, ""modern"" denotes (in reference to history) a period that is opposed to either ancient or medieval; modern history is the history of the world since the end of the Middle Ages.\nJump up ^ ""The Century Dictionary and Cyclopedia"".\xa0\nJump up ^ Dunan, Marcel. Larousse Encyclopedia of Modern History, From 1500 to the Present Day. New York: Harper & Row, 1964.\nJump up ^ ""Bartleby.com: Great Books Online -- Quotes, Poems, Novels, Classics and hundreds more"". Archived from the original on 2008-06-22.']",approximately in the early 16th century
165,who played stumpy in the movie rio bravo,Walter Brennan played Stumpy in the movie Rio Bravo.,"['All is quiet in town as Chance gets reacquainted with Feathers, who models a skimpy new costume she will be wearing in her new job singing at the hotel. After a pair of sheer tights comes floating from a window to the street, a delighted Stumpy retrieves it, but Dude cautions him to mind his own business.\nCast[edit]\nJohn Wayne and Angie Dickinson in Rio Bravo\nJohn Wayne as John T. Chance\nDean Martin as Dude\nRicky Nelson as Colorado/Ryan\nAngie Dickinson as Feathers\nWalter Brennan as Stumpy\nWard Bond as Pat Wheeler\nJohn Russell as Nathan Burdette\nPedro Gonzalez Gonzalez as Carlos Robante', '.[11] In Rio Bravo, Chance is surrounded by allies—a deputy who is brave and good with a gun, despite recovering from alcoholism (Dude), a young untried but self-assured gunfighter (Colorado), a limping ""crippled"" old man who is doggedly loyal (Stumpy), a Mexican innkeeper (Carlos), his wife (Consuela), and an attractive young woman (Feathers)—and repeatedly turns down aid from anyone he does not think is capable of helping him,[10] though in the final shootout they come to help him anyway', ""Chance's friend Pat Wheeler (Ward Bond) and his wagon train of supplies stop in town, with a young gunslinger, Colorado Ryan (Ricky Nelson), riding guard. Inside the jail, Stumpy (Walter Brennan), Chance's game-legged deputy, keeps watch over the jail and Joe, who knows that Stumpy holds an old grudge against Joe's wealthy and powerful brother. Joe warns his jailers that Nathan Burdette will not like how his brother is being treated.""]",Walter Brennan
